Supplier_ID,Supplier_Name,Country,Region,Product_Category,Manufacturing_Type,Supply_Volume,Defect_Rate,Lead_Time_Days,Cost_per_Unit,Risk_Score,Sustainability_Score,Quarter,Year
S06902,Goertek,Japan,APAC,MacBook,Logistics,33831,0.43,15,58.66,55,84,Q1,2023
S06903,Qualcomm,USA,North America,MacBook,Logistics,42539,1.58,48,293.27,78,93,Q2,2026
S06904,Broadcom,China,APAC,Apple Watch,Battery,7236,2.14,38,403.35,47,79,Q4,2023
S06905,Foxconn,Taiwan,APAC,Apple Watch,Battery,25437,4.3,30,160.84,65,74,Q2,2024
S06906,Sony,India,APAC,iPhone,Display,27208,1.34,48,453.73,55,50,Q3,2025
S06907,Delta Electronics,South Korea,APAC,iPhone,Semiconductor,22061,3.52,58,496.59,46,55,Q3,2023
S06908,Pegatron,USA,North America,Accessories,Assembly,15823,0.96,51,353.99,32,78,Q3,2023
S06909,Wistron,USA,North America,iPad,Camera,46846,3.52,36,350.16,33,97,Q3,2025
S06910,Foxconn,Japan,APAC,Apple Watch,Logistics,22074,1.57,21,122.07,14,67,Q3,2023
S06911,NXP,Japan,APAC,AirPods,Assembly,30844,0.67,59,390.29,42,97,Q1,2025
S06912,Foxconn,South Korea,APAC,iPhone,Semiconductor,27726,0.83,10,321.46,70,88,Q3,2026
S06913,Texas Instruments,Malaysia,APAC,Apple Watch,Display,42144,2.63,30,139.14,66,70,Q2,2023
S06914,Broadcom,Malaysia,APAC,AirPods,Battery,46237,2.58,24,58.22,36,92,Q2,2023
S06915,Jabil,USA,North America,AirPods,Display,39187,4.15,23,211.29,11,62,Q3,2025
S06916,Sony,USA,North America,iPhone,Display,14687,2.05,58,159.65,66,95,Q4,2023
S06917,Pegatron,Malaysia,APAC,Accessories,Logistics,13919,3.58,53,412.11,94,64,Q1,2024
S06918,BOE,Malaysia,APAC,Apple Watch,Camera,16297,1.18,8,351.63,8,63,Q3,2023
S06919,TSMC,USA,North America,AirPods,Assembly,46834,0.93,28,311.38,46,77,Q4,2026
S06920,Corning,Japan,APAC,iPhone,Display,21326,2.54,16,214.3,34,87,Q1,2025
S06921,Foxconn,Taiwan,APAC,MacBook,Battery,13158,3.12,19,497.15,88,52,Q1,2023
S06922,Broadcom,Vietnam,APAC,Apple Watch,Camera,18152,1.25,48,278.7,38,66,Q2,2023
S06923,AAC Technologies,USA,North America,MacBook,Camera,3600,2.29,51,281.96,66,51,Q1,2026
S06924,AAC Technologies,Vietnam,APAC,Accessories,Semiconductor,27301,0.55,52,267.55,99,77,Q4,2025
S06925,Broadcom,USA,North America,iPad,Logistics,29540,1.19,59,70.39,82,63,Q4,2026
S06926,AAC Technologies,Malaysia,APAC,AirPods,Logistics,25245,1.33,13,483.79,94,52,Q3,2023
S06927,Delta Electronics,China,APAC,iPad,Display,5705,0.28,13,115.4,53,65,Q4,2026
S06928,LG Innotek,China,APAC,AirPods,Battery,18074,2.44,9,76.38,79,77,Q4,2023
S06929,Murata,Vietnam,APAC,Apple Watch,Semiconductor,26090,1.06,5,202.94,70,60,Q1,2024
S06930,AAC Technologies,Vietnam,APAC,AirPods,Semiconductor,24933,4.53,20,239.67,59,81,Q3,2025
S06931,Luxshare,Taiwan,APAC,iPad,Logistics,23345,4.63,14,374.07,1,84,Q2,2023
S06932,Qualcomm,Japan,APAC,MacBook,Battery,15093,4.61,59,97.01,38,50,Q3,2026
S06933,Intel,Taiwan,APAC,Apple Watch,Assembly,15163,3.69,44,29.55,65,94,Q4,2025
S06934,AAC Technologies,China,APAC,Accessories,Battery,17872,2.66,44,27.54,66,80,Q1,2023
S06935,Murata,Japan,APAC,Apple Watch,Semiconductor,6678,2.47,30,291.99,94,95,Q1,2025
S06936,Broadcom,USA,North America,iPad,Battery,14060,1.21,8,99.83,21,82,Q2,2024
S06937,LG Innotek,USA,North America,iPhone,Assembly,40449,1.31,15,159.05,86,98,Q1,2023
S06938,Texas Instruments,Taiwan,APAC,Apple Watch,Display,2335,4.75,41,365.09,42,62,Q4,2026
S06939,Sony,Japan,APAC,iPhone,Semiconductor,43913,1.34,50,137.88,89,78,Q4,2024
S06940,Luxshare,India,APAC,MacBook,Camera,48195,2.6,42,256.57,17,78,Q3,2026
S06941,AAC Technologies,China,APAC,iPad,Camera,3128,2.47,30,199.62,73,51,Q3,2024
S06942,TSMC,South Korea,APAC,MacBook,Logistics,20005,4.56,22,187.39,52,74,Q4,2025
S06943,Sony,Malaysia,APAC,Accessories,Camera,22565,2.15,53,134.66,59,74,Q3,2025
S06944,Pegatron,South Korea,APAC,Apple Watch,Camera,1621,2.94,16,288.03,44,98,Q3,2025
S06945,Broadcom,China,APAC,Apple Watch,Display,16698,2.92,18,241.91,17,64,Q4,2023
S06946,AAC Technologies,Malaysia,APAC,MacBook,Battery,27964,2.21,23,237.4,86,69,Q4,2024
S06947,LG Innotek,India,APAC,AirPods,Semiconductor,3917,3.45,40,370.42,43,75,Q3,2024
S06948,Intel,Japan,APAC,MacBook,Camera,14574,4.32,10,445.83,86,58,Q1,2025
S06949,Sony,South Korea,APAC,iPad,Semiconductor,15826,0.9,33,353.84,52,66,Q4,2026
S06950,Broadcom,South Korea,APAC,Apple Watch,Assembly,46883,4.77,21,486.1,10,74,Q3,2025
S06951,Samsung Display,China,APAC,Apple Watch,Display,10233,2.63,48,266.71,27,68,Q1,2023
S06952,AAC Technologies,China,APAC,Apple Watch,Battery,35421,4.97,11,79.64,80,73,Q3,2023
S06953,Delta Electronics,Vietnam,APAC,Accessories,Camera,47166,4.61,9,97.6,48,79,Q3,2025
S06954,NXP,China,APAC,iPad,Display,18999,4.85,21,329.94,26,64,Q3,2025
S06955,Intel,Malaysia,APAC,MacBook,Camera,41344,3.1,24,35.89,47,84,Q4,2025
S06956,Texas Instruments,India,APAC,Accessories,Battery,5741,2.34,15,52.47,39,58,Q1,2024
S06957,Foxconn,USA,North America,iPad,Battery,43129,0.84,44,296.4,28,68,Q3,2026
S06958,Foxconn,Japan,APAC,iPhone,Logistics,33185,4.29,19,54.17,76,51,Q2,2023
S06959,Goertek,Malaysia,APAC,Accessories,Battery,1584,4.87,50,266.68,95,77,Q1,2024
S06960,AAC Technologies,South Korea,APAC,iPhone,Semiconductor,31332,3.51,11,364.09,50,63,Q1,2024
S06961,Corning,Malaysia,APAC,Apple Watch,Assembly,14280,2.0,25,474.63,6,51,Q1,2025
S06962,TSMC,India,APAC,iPad,Display,2062,1.38,18,446.51,85,90,Q1,2023
S06963,Foxconn,India,APAC,iPad,Display,7066,3.61,57,321.74,35,53,Q2,2025
S06964,BOE,South Korea,APAC,Accessories,Display,5067,4.21,32,357.68,80,55,Q2,2026
S06965,Intel,Malaysia,APAC,iPad,Display,13058,3.88,25,354.5,3,92,Q2,2023
S06966,Intel,South Korea,APAC,Accessories,Battery,6730,2.09,46,336.44,90,57,Q3,2024
S06967,Sony,Vietnam,APAC,AirPods,Display,16876,1.2,13,295.98,7,86,Q4,2023
S06968,Murata,Japan,APAC,iPad,Semiconductor,3019,2.32,12,85.88,17,96,Q4,2025
S06969,TSMC,Vietnam,APAC,MacBook,Battery,26657,0.53,44,460.45,76,77,Q4,2024
S06970,Intel,USA,North America,iPhone,Semiconductor,35547,1.49,54,326.06,67,80,Q4,2025
S06971,Foxconn,South Korea,APAC,iPhone,Assembly,20812,0.47,41,401.68,94,87,Q4,2024
S06972,Pegatron,Taiwan,APAC,Apple Watch,Assembly,4881,3.75,58,356.02,48,92,Q3,2023
S06973,AAC Technologies,India,APAC,Accessories,Assembly,12109,4.1,10,170.13,17,71,Q2,2025
S06974,TSMC,Vietnam,APAC,iPhone,Battery,12031,2.17,8,365.24,5,75,Q2,2026
S06975,Wistron,China,APAC,MacBook,Semiconductor,9122,1.29,9,265.86,6,73,Q1,2026
S06976,TSMC,Vietnam,APAC,iPad,Semiconductor,5062,2.3,11,417.4,86,63,Q4,2025
S06977,Delta Electronics,Malaysia,APAC,MacBook,Assembly,13699,1.78,56,218.78,96,60,Q1,2026
S06978,Luxshare,Taiwan,APAC,Accessories,Battery,29557,3.86,8,200.93,93,84,Q1,2025
S06979,BOE,USA,North America,AirPods,Semiconductor,3380,1.32,19,79.64,84,85,Q2,2025
S06980,LG Innotek,Japan,APAC,AirPods,Semiconductor,39789,2.09,8,482.87,36,99,Q3,2025
S06981,Pegatron,Vietnam,APAC,Apple Watch,Battery,43894,4.85,48,343.25,22,57,Q2,2026
S06982,LG Innotek,South Korea,APAC,MacBook,Logistics,18907,3.42,6,194.91,53,74,Q3,2024
S06983,Samsung Display,Taiwan,APAC,AirPods,Battery,35708,0.81,12,344.83,92,51,Q1,2026
S06984,Corning,China,APAC,Accessories,Assembly,10978,1.41,38,434.61,27,51,Q2,2026
S06985,Broadcom,China,APAC,AirPods,Display,24597,2.44,46,214.24,71,71,Q1,2026
S06986,Jabil,China,APAC,MacBook,Logistics,26805,4.17,26,299.0,65,50,Q3,2024
S06987,Luxshare,Taiwan,APAC,MacBook,Camera,31530,0.19,55,494.23,4,72,Q2,2024
S06988,NXP,South Korea,APAC,iPhone,Logistics,34093,2.16,22,172.61,90,82,Q2,2024
S06989,Sony,Japan,APAC,Apple Watch,Battery,41703,3.86,56,133.94,3,71,Q4,2023
S06990,Foxconn,India,APAC,Accessories,Assembly,45215,1.59,39,436.21,59,77,Q4,2024
S06991,LG Innotek,India,APAC,Apple Watch,Assembly,25634,4.13,34,373.89,76,52,Q4,2023
S06992,Sony,South Korea,APAC,Accessories,Assembly,38265,0.94,17,135.07,96,78,Q4,2023
S06993,Samsung Display,India,APAC,iPad,Battery,8724,2.89,15,198.61,10,57,Q3,2026
S06994,Intel,Malaysia,APAC,AirPods,Assembly,44422,4.17,59,255.07,64,88,Q2,2023
S06995,Murata,Malaysia,APAC,Apple Watch,Display,46817,1.97,59,407.33,6,50,Q2,2024
S06996,Corning,China,APAC,iPhone,Logistics,4497,3.87,59,214.92,99,79,Q4,2023
S06997,Samsung Display,Malaysia,APAC,AirPods,Camera,39178,1.65,26,152.72,18,81,Q2,2025
S06998,Broadcom,China,APAC,MacBook,Semiconductor,24713,0.15,37,277.01,15,69,Q2,2026
S06999,Luxshare,USA,North America,Accessories,Logistics,17659,0.51,59,459.49,24,76,Q3,2024
S07000,Broadcom,India,APAC,Apple Watch,Logistics,35940,4.57,9,191.18,20,84,Q3,2026
S07001,Sony,Malaysia,APAC,MacBook,Display,22893,3.57,15,120.15,28,68,Q2,2025
S07002,Corning,USA,North America,MacBook,Battery,27726,3.18,35,473.86,37,74,Q4,2026
S07003,Foxconn,South Korea,APAC,Accessories,Assembly,19011,3.72,30,335.1,81,98,Q3,2023
S07004,Wistron,USA,North America,MacBook,Battery,11208,3.32,27,276.42,51,58,Q4,2023
S07005,Goertek,USA,North America,iPhone,Logistics,12283,3.52,23,494.49,68,62,Q3,2026
S07006,Qualcomm,India,APAC,Accessories,Semiconductor,25677,2.6,13,154.24,79,98,Q4,2023
S07007,Texas Instruments,Vietnam,APAC,Accessories,Logistics,19564,4.31,28,202.95,31,95,Q1,2023
S07008,AAC Technologies,USA,North America,MacBook,Camera,23817,4.43,18,143.75,68,72,Q4,2026
S07009,AAC Technologies,China,APAC,iPhone,Semiconductor,11873,1.89,9,102.15,78,56,Q4,2023
S07010,Qualcomm,China,APAC,Accessories,Display,49109,1.64,36,293.37,41,92,Q3,2025
S07011,Jabil,USA,North America,AirPods,Battery,36859,2.95,47,102.46,1,54,Q1,2023
S07012,AAC Technologies,Malaysia,APAC,AirPods,Semiconductor,3485,0.13,29,485.42,94,68,Q1,2025
S07013,Texas Instruments,Taiwan,APAC,AirPods,Logistics,15012,1.39,12,413.49,8,72,Q4,2025
S07014,Delta Electronics,China,APAC,MacBook,Semiconductor,3632,3.98,38,255.58,18,94,Q3,2023
S07015,AAC Technologies,Japan,APAC,Apple Watch,Camera,37395,1.33,19,346.41,23,72,Q2,2025
S07016,AAC Technologies,China,APAC,MacBook,Assembly,20904,3.29,11,159.61,92,99,Q1,2025
S07017,Qualcomm,Malaysia,APAC,iPad,Camera,5767,2.46,17,58.83,9,97,Q3,2023
S07018,AAC Technologies,Malaysia,APAC,iPad,Semiconductor,34706,4.9,38,97.57,73,90,Q2,2023
S07019,Foxconn,Malaysia,APAC,MacBook,Battery,43991,0.84,53,252.4,69,89,Q4,2025
S07020,Murata,India,APAC,Accessories,Camera,6100,4.51,8,35.09,8,74,Q2,2025
S07021,Foxconn,Vietnam,APAC,AirPods,Logistics,25054,4.64,46,162.46,28,55,Q4,2026
S07022,Goertek,Malaysia,APAC,iPhone,Battery,10449,1.09,46,242.13,31,50,Q1,2024
S07023,Foxconn,Malaysia,APAC,Apple Watch,Assembly,29930,2.3,35,201.18,33,59,Q2,2026
S07024,Delta Electronics,South Korea,APAC,Accessories,Semiconductor,21709,2.46,5,446.42,96,82,Q4,2026
S07025,LG Innotek,Taiwan,APAC,Apple Watch,Battery,47337,4.12,9,165.4,37,51,Q3,2024
S07026,Qualcomm,USA,North America,Accessories,Semiconductor,37584,3.83,44,484.52,38,86,Q3,2026
S07027,Broadcom,USA,North America,iPad,Assembly,15324,1.09,24,57.06,44,57,Q2,2026
S07028,TSMC,Taiwan,APAC,AirPods,Logistics,9067,2.34,56,41.22,73,90,Q4,2023
S07029,BOE,India,APAC,MacBook,Camera,16627,1.2,39,92.76,23,53,Q3,2026
S07030,Intel,Malaysia,APAC,Accessories,Assembly,25829,4.74,13,345.52,48,58,Q1,2026
S07031,TSMC,Malaysia,APAC,MacBook,Camera,35475,1.19,58,72.03,48,57,Q4,2023
S07032,Qualcomm,USA,North America,AirPods,Camera,11715,2.89,50,138.94,31,53,Q4,2025
S07033,Wistron,India,APAC,AirPods,Assembly,33559,4.72,29,335.12,48,89,Q2,2023
S07034,LG Innotek,USA,North America,iPad,Battery,49817,4.47,39,207.47,20,65,Q2,2026
S07035,Samsung Display,Japan,APAC,AirPods,Logistics,19083,0.99,8,305.75,7,96,Q4,2026
S07036,TSMC,Taiwan,APAC,iPad,Display,26805,3.83,21,206.67,14,66,Q2,2023
S07037,Jabil,Malaysia,APAC,MacBook,Assembly,21155,2.78,6,107.71,94,79,Q3,2024
S07038,TSMC,Japan,APAC,iPhone,Semiconductor,20134,3.36,5,368.48,64,80,Q3,2024
S07039,Texas Instruments,USA,North America,Accessories,Semiconductor,28005,3.3,44,431.78,68,74,Q1,2024
S07040,Texas Instruments,Malaysia,APAC,iPad,Display,4706,4.99,27,161.64,48,62,Q1,2026
S07041,Qualcomm,Taiwan,APAC,MacBook,Display,46116,3.93,59,183.14,43,86,Q4,2025
S07042,AAC Technologies,Malaysia,APAC,iPhone,Display,37211,4.12,28,70.42,87,55,Q3,2026
S07043,Goertek,South Korea,APAC,AirPods,Assembly,40826,2.52,33,328.76,64,63,Q4,2024
S07044,Corning,Taiwan,APAC,iPhone,Semiconductor,4408,4.34,25,389.9,4,95,Q2,2023
S07045,Foxconn,India,APAC,Accessories,Camera,33391,1.22,49,92.67,31,77,Q2,2024
S07046,BOE,India,APAC,iPhone,Camera,20319,2.33,41,498.07,79,53,Q1,2025
S07047,Samsung Display,Taiwan,APAC,Accessories,Semiconductor,15586,4.74,40,84.97,4,98,Q4,2025
S07048,Samsung Display,Vietnam,APAC,AirPods,Logistics,10949,4.42,26,421.26,93,72,Q4,2026
S07049,Samsung Display,Japan,APAC,Apple Watch,Display,23595,4.97,30,182.98,3,89,Q2,2023
S07050,NXP,USA,North America,iPad,Camera,49394,4.95,55,415.02,32,90,Q2,2023
S07051,LG Innotek,Malaysia,APAC,MacBook,Battery,30225,3.44,7,105.12,78,57,Q3,2024
S07052,TSMC,Japan,APAC,MacBook,Battery,28338,1.5,59,383.83,33,64,Q2,2023
S07053,Samsung Display,South Korea,APAC,Accessories,Assembly,43148,2.74,30,13.9,64,57,Q4,2024
S07054,Intel,Japan,APAC,AirPods,Camera,36568,0.56,22,285.97,19,52,Q2,2026
S07055,NXP,Malaysia,APAC,Accessories,Display,44208,3.54,13,38.02,28,97,Q1,2024
S07056,Pegatron,Japan,APAC,MacBook,Display,48713,3.12,7,351.11,16,93,Q3,2023
S07057,AAC Technologies,China,APAC,AirPods,Logistics,37386,2.32,27,320.42,69,57,Q2,2023
S07058,Sony,China,APAC,MacBook,Camera,22098,2.02,55,393.35,36,59,Q1,2023
S07059,Jabil,Vietnam,APAC,iPhone,Display,49525,0.36,41,140.04,56,55,Q2,2023
S07060,Sony,Malaysia,APAC,Apple Watch,Battery,27110,4.55,56,317.17,49,63,Q4,2023
S07061,Sony,Taiwan,APAC,iPad,Semiconductor,26482,2.17,49,140.24,58,81,Q2,2025
S07062,Samsung Display,Vietnam,APAC,Accessories,Camera,35313,3.88,56,396.04,86,58,Q2,2026
S07063,Goertek,Taiwan,APAC,AirPods,Display,12410,4.82,58,358.04,81,95,Q2,2026
S07064,Intel,China,APAC,Accessories,Camera,9397,3.84,6,343.51,3,52,Q4,2026
S07065,Wistron,China,APAC,Apple Watch,Display,47794,0.26,59,223.02,23,79,Q1,2024
S07066,Wistron,South Korea,APAC,Accessories,Semiconductor,33061,3.0,45,433.57,43,61,Q1,2025
S07067,AAC Technologies,India,APAC,Accessories,Assembly,1346,2.16,44,336.29,62,98,Q4,2026
S07068,Sony,China,APAC,Apple Watch,Assembly,37211,0.76,27,411.17,44,68,Q2,2025
S07069,Texas Instruments,Japan,APAC,MacBook,Battery,19091,4.31,42,74.06,3,65,Q4,2024
S07070,Delta Electronics,Vietnam,APAC,Apple Watch,Display,4039,0.15,45,150.8,65,84,Q3,2026
S07071,AAC Technologies,Vietnam,APAC,MacBook,Logistics,37258,4.5,25,116.08,8,76,Q2,2024
S07072,Murata,Malaysia,APAC,Apple Watch,Camera,18928,1.03,18,196.17,26,71,Q4,2026
S07073,NXP,Malaysia,APAC,Accessories,Battery,26416,4.25,13,411.54,16,62,Q1,2026
S07074,Wistron,Japan,APAC,MacBook,Semiconductor,14657,4.08,28,461.2,57,85,Q2,2023
S07075,Wistron,USA,North America,iPad,Semiconductor,2467,1.46,13,401.17,84,52,Q2,2025
S07076,NXP,India,APAC,AirPods,Display,19083,2.93,40,217.97,21,74,Q3,2024
S07077,Texas Instruments,USA,North America,AirPods,Assembly,12696,0.38,13,155.42,79,81,Q4,2026
S07078,Qualcomm,Vietnam,APAC,iPad,Logistics,43415,0.36,48,201.05,39,65,Q4,2026
S07079,TSMC,Vietnam,APAC,iPhone,Assembly,29187,4.6,10,122.86,66,90,Q4,2023
S07080,Broadcom,Vietnam,APAC,iPad,Camera,43919,1.81,32,63.54,47,58,Q4,2023
S07081,Murata,USA,North America,iPad,Semiconductor,30363,4.29,24,432.06,58,60,Q3,2024
S07082,Samsung Display,South Korea,APAC,MacBook,Display,12357,2.59,54,95.18,93,54,Q4,2025
S07083,Luxshare,USA,North America,Apple Watch,Logistics,35477,1.18,43,451.15,93,88,Q3,2025
S07084,Jabil,Malaysia,APAC,iPhone,Semiconductor,31763,2.85,31,344.87,1,94,Q3,2025
S07085,Foxconn,South Korea,APAC,AirPods,Camera,37274,3.51,54,146.76,27,66,Q1,2026
S07086,TSMC,Japan,APAC,AirPods,Camera,35939,4.78,23,296.69,64,85,Q3,2026
S07087,Corning,USA,North America,iPad,Camera,42200,3.92,53,67.47,61,96,Q4,2026
S07088,Luxshare,China,APAC,Apple Watch,Assembly,5360,1.76,49,485.84,60,60,Q2,2025
S07089,Texas Instruments,Japan,APAC,Accessories,Battery,26063,2.5,30,234.4,54,80,Q2,2023
S07090,TSMC,China,APAC,Apple Watch,Camera,28874,2.67,30,397.74,92,93,Q4,2026
S07091,Foxconn,Malaysia,APAC,AirPods,Display,48102,3.82,33,466.46,16,56,Q1,2024
S07092,Wistron,China,APAC,Apple Watch,Battery,38790,1.73,11,255.51,5,52,Q3,2026
S07093,Delta Electronics,Taiwan,APAC,AirPods,Display,19158,1.99,39,300.61,97,51,Q3,2026
S07094,Sony,Japan,APAC,AirPods,Logistics,12412,3.45,46,325.36,47,79,Q2,2024
S07095,AAC Technologies,China,APAC,Apple Watch,Battery,18144,2.02,56,137.5,45,57,Q3,2026
S07096,Pegatron,Japan,APAC,iPhone,Semiconductor,25300,3.1,25,219.77,30,85,Q3,2025
S07097,Foxconn,USA,North America,iPad,Logistics,37228,3.03,27,14.81,74,76,Q3,2025
S07098,Qualcomm,Japan,APAC,iPhone,Semiconductor,30324,1.96,35,407.76,45,73,Q4,2023
S07099,Delta Electronics,Taiwan,APAC,Apple Watch,Assembly,31505,3.37,23,107.48,58,79,Q4,2026
S07100,Wistron,USA,North America,Apple Watch,Display,12271,4.53,40,481.01,5,82,Q1,2025
S07101,Goertek,USA,North America,MacBook,Battery,22422,0.7,47,233.24,93,94,Q1,2024
S07102,Broadcom,Vietnam,APAC,Accessories,Assembly,44379,3.54,52,350.41,55,93,Q4,2026
S07103,Jabil,South Korea,APAC,Apple Watch,Assembly,8094,4.38,38,352.03,68,82,Q3,2024
S07104,Wistron,South Korea,APAC,iPad,Semiconductor,13217,3.07,21,65.34,71,66,Q4,2025
S07105,LG Innotek,Japan,APAC,Apple Watch,Semiconductor,2808,1.23,30,200.82,16,88,Q1,2024
S07106,Pegatron,Taiwan,APAC,AirPods,Display,2113,0.54,24,483.54,56,90,Q1,2024
S07107,Corning,Malaysia,APAC,iPhone,Display,20744,4.61,26,333.55,1,55,Q4,2026
S07108,Broadcom,Japan,APAC,iPad,Assembly,24084,0.11,34,92.36,60,73,Q1,2025
S07109,Qualcomm,India,APAC,AirPods,Logistics,24838,3.52,47,155.72,39,68,Q1,2025
S07110,Intel,USA,North America,MacBook,Assembly,3455,3.1,57,95.2,9,71,Q4,2024
S07111,Pegatron,Taiwan,APAC,AirPods,Camera,32102,4.11,31,181.98,12,75,Q1,2023
S07112,LG Innotek,South Korea,APAC,iPhone,Battery,25078,2.05,32,307.26,100,74,Q2,2024
S07113,Texas Instruments,Malaysia,APAC,Apple Watch,Semiconductor,12304,0.86,59,353.19,89,79,Q3,2026
S07114,Sony,India,APAC,Apple Watch,Semiconductor,31780,3.06,15,185.81,89,50,Q4,2025
S07115,Sony,South Korea,APAC,iPhone,Battery,31164,1.76,38,115.14,55,96,Q3,2024
S07116,Texas Instruments,Japan,APAC,Accessories,Assembly,25082,2.79,13,188.62,38,80,Q4,2025
S07117,LG Innotek,Malaysia,APAC,MacBook,Semiconductor,26047,4.76,9,36.53,30,88,Q1,2024
S07118,Samsung Display,Malaysia,APAC,Accessories,Assembly,47754,0.15,52,375.32,66,65,Q4,2026
S07119,Pegatron,China,APAC,Apple Watch,Battery,1819,4.04,20,379.82,8,58,Q2,2023
S07120,BOE,Japan,APAC,Apple Watch,Semiconductor,34900,2.31,34,359.86,21,54,Q1,2025
S07121,Qualcomm,India,APAC,MacBook,Display,6318,4.26,21,346.19,37,93,Q4,2023
S07122,Sony,India,APAC,iPad,Logistics,17978,3.29,29,329.64,42,93,Q1,2024
S07123,Delta Electronics,Malaysia,APAC,iPhone,Display,7086,0.68,12,96.13,80,57,Q3,2024
S07124,Broadcom,Malaysia,APAC,MacBook,Semiconductor,4043,1.56,21,79.65,96,60,Q4,2026
S07125,Murata,Vietnam,APAC,iPhone,Logistics,33717,1.42,16,181.17,64,59,Q2,2025
S07126,Jabil,India,APAC,Apple Watch,Semiconductor,27848,3.15,56,48.23,25,99,Q4,2025
S07127,BOE,Vietnam,APAC,iPad,Display,8574,1.6,57,277.5,52,51,Q4,2026
S07128,BOE,Japan,APAC,AirPods,Battery,17623,0.95,51,426.74,39,91,Q1,2026
S07129,Luxshare,Malaysia,APAC,MacBook,Logistics,25518,1.14,49,21.34,77,52,Q3,2025
S07130,BOE,Malaysia,APAC,iPhone,Camera,41106,1.77,47,54.64,6,91,Q3,2026
S07131,Corning,Taiwan,APAC,Apple Watch,Logistics,2971,3.75,56,305.4,62,87,Q1,2026
S07132,BOE,Vietnam,APAC,Accessories,Battery,3866,2.63,24,58.21,64,83,Q2,2023
S07133,Intel,Japan,APAC,MacBook,Display,43726,1.81,42,192.26,76,54,Q4,2024
S07134,Foxconn,South Korea,APAC,iPad,Battery,4775,2.32,31,12.65,60,89,Q1,2023
S07135,Corning,India,APAC,AirPods,Battery,48589,3.26,13,295.78,87,59,Q1,2026
S07136,Pegatron,Taiwan,APAC,iPad,Battery,43890,3.14,24,147.51,84,96,Q2,2023
S07137,Corning,Taiwan,APAC,Accessories,Camera,17997,4.65,29,232.6,87,81,Q1,2026
S07138,Texas Instruments,Vietnam,APAC,AirPods,Logistics,41080,2.59,34,432.81,47,94,Q3,2023
S07139,Qualcomm,China,APAC,MacBook,Display,17500,3.48,29,347.61,92,78,Q4,2025
S07140,TSMC,Taiwan,APAC,Accessories,Display,36819,4.2,39,107.39,75,86,Q3,2024
S07141,Texas Instruments,China,APAC,iPhone,Display,32477,2.33,11,108.94,64,67,Q2,2023
S07142,Jabil,Taiwan,APAC,AirPods,Semiconductor,43865,4.13,42,320.1,21,70,Q2,2026
S07143,NXP,China,APAC,AirPods,Logistics,37409,2.45,21,328.65,53,64,Q4,2025
S07144,LG Innotek,Japan,APAC,AirPods,Assembly,44982,3.27,55,304.43,38,59,Q2,2024
S07145,Texas Instruments,Japan,APAC,AirPods,Display,44872,1.7,23,488.14,5,51,Q1,2024
S07146,Corning,South Korea,APAC,AirPods,Assembly,46389,4.32,5,73.3,60,81,Q2,2025
S07147,Corning,USA,North America,iPhone,Camera,44105,3.68,18,210.51,38,87,Q3,2026
S07148,TSMC,Taiwan,APAC,MacBook,Logistics,14553,1.81,19,354.22,70,78,Q3,2023
S07149,TSMC,USA,North America,iPad,Display,23963,3.3,43,162.46,92,57,Q4,2023
S07150,Broadcom,Malaysia,APAC,Apple Watch,Assembly,39313,3.15,20,73.65,82,73,Q1,2026
S07151,Goertek,Japan,APAC,Accessories,Semiconductor,10427,1.66,20,477.49,57,91,Q2,2025
S07152,Delta Electronics,Malaysia,APAC,Apple Watch,Assembly,23126,4.59,16,205.42,8,88,Q1,2023
S07153,Luxshare,India,APAC,MacBook,Display,47265,4.11,50,140.24,7,93,Q4,2025
S07154,Broadcom,Malaysia,APAC,iPhone,Battery,47666,0.42,32,395.11,70,73,Q4,2023
S07155,Foxconn,Taiwan,APAC,iPhone,Display,17456,1.22,18,152.8,94,76,Q4,2024
S07156,Texas Instruments,Taiwan,APAC,Apple Watch,Battery,22987,0.46,57,32.43,43,94,Q2,2025
S07157,Murata,Japan,APAC,iPad,Camera,33849,2.43,24,342.97,75,86,Q1,2024
S07158,Foxconn,India,APAC,AirPods,Semiconductor,43279,1.5,10,213.33,57,57,Q2,2024
S07159,Intel,China,APAC,iPhone,Camera,32901,4.28,46,240.06,5,52,Q2,2025
S07160,Pegatron,Malaysia,APAC,AirPods,Battery,16246,4.9,12,243.56,94,90,Q2,2026
S07161,Luxshare,Vietnam,APAC,AirPods,Display,14508,4.7,14,21.3,83,79,Q3,2026
S07162,NXP,South Korea,APAC,MacBook,Logistics,8896,2.58,39,136.76,31,55,Q4,2026
S07163,TSMC,USA,North America,AirPods,Display,46004,4.47,40,114.51,14,64,Q1,2024
S07164,Sony,Vietnam,APAC,iPad,Camera,17511,4.31,50,36.96,72,80,Q1,2026
S07165,Corning,Japan,APAC,AirPods,Camera,34923,2.6,29,41.2,100,60,Q1,2025
S07166,Texas Instruments,Malaysia,APAC,iPhone,Camera,6156,3.15,42,382.28,27,66,Q2,2023
S07167,Luxshare,Taiwan,APAC,Accessories,Camera,4974,3.84,58,334.72,36,79,Q1,2024
S07168,Qualcomm,Vietnam,APAC,MacBook,Display,40592,3.29,24,117.2,88,96,Q3,2025
S07169,TSMC,India,APAC,iPhone,Semiconductor,20199,2.16,56,391.93,42,71,Q4,2023
